PRODUCTO,DIA,MES,YEAR,VALOR
ARROZ,D8,M1,Y2014,74.82267513
ARROZ,D8,M2,Y2014,74.84513316
ARROZ,D8,M3,Y2014,75.42904198
ARROZ,D8,M4,Y2014,76.56691558
ARROZ,D8,M5,Y2014,78.15394981
ARROZ,D8,M6,Y2014,78.7902607
ARROZ,D8,M7,Y2014,80.40723897
ARROZ,D8,M8,Y2014,79.87573223
ARROZ,D8,M9,Y2014,79.63617989
ARROZ,D8,M10,Y2014,80.57941721
ARROZ,D8,M11,Y2014,81.11840997
ARROZ,D8,M12,Y2014,81.71729081
ARROZ,D8,M1,Y2015,82.69795819
ARROZ,D8,M2,Y2015,84.04544008
ARROZ,D8,M3,Y2015,85.57258623
ARROZ,D8,M4,Y2015,85.34800591
ARROZ,D8,M5,Y2015,88.16274587
ARROZ,D8,M6,Y2015,88.99369304
ARROZ,D8,M7,Y2015,90.25882881
ARROZ,D8,M8,Y2015,90.82776561
ARROZ,D8,M9,Y2015,91.22452417
ARROZ,D8,M10,Y2015,92.1003874
ARROZ,D8,M11,Y2015,92.39234181
ARROZ,D8,M12,Y2015,91.94318118
ARROZ,D8,M1,Y2016,91.70362884
ARROZ,D8,M2,Y2016,92.3848558
ARROZ,D8,M3,Y2016,92.80407239
ARROZ,D8,M4,Y2016,92.57949207
ARROZ,D8,M5,Y2016,92.87893249
ARROZ,D8,M6,Y2016,92.60943612
ARROZ,D8,M7,Y2016,93.08105478
ARROZ,D8,M8,Y2016,93.20831696
ARROZ,D8,M9,Y2016,93.27569105
ARROZ,D8,M10,Y2016,93.35055116
ARROZ,D8,M11,Y2016,94.7354631
ARROZ,D8,M12,Y2016,95.28942788
ARROZ,D8,M1,Y2017,96.28506728
ARROZ,D8,M2,Y2017,96.88394812
ARROZ,D8,M3,Y2017,96.94383621
ARROZ,D8,M4,Y2017,96.9363502
ARROZ,D8,M5,Y2017,99.15969532
ARROZ,D8,M6,Y2017,99.77354818
ARROZ,D8,M7,Y2017,98.935115
ARROZ,D8,M8,Y2017,99.37678962
ARROZ,D8,M9,Y2017,99.77354818
ARROZ,D8,M10,Y2017,100.1927648
ARROZ,D8,M11,Y2017,101.0162259
ARROZ,D8,M12,Y2017,99.15969532
ARROZ,D8,M1,Y2018,101.1509741
ARROZ,D8,M2,Y2018,100.9713099
ARROZ,D8,M3,Y2018,100.1927648
ARROZ,D8,M4,Y2018,101.04617
ARROZ,D8,M5,Y2018,100.372429
ARROZ,D8,M6,Y2018,100.1029326
ARROZ,D8,M7,Y2018,100.0580166
ARROZ,D8,M8,Y2018,100.5371213
ARROZ,D8,M9,Y2018,98.23891603
ARROZ,D8,M10,Y2018,99.23455542
ARROZ,D8,M11,Y2018,98.35869219
ARROZ,D8,M12,Y2018,99.73611813
ARROZ,D8,M1,Y2019,0
ARROZ,D8,M2,Y2019,0
ARROZ,D8,M3,Y2019,0
ARROZ,D8,M4,Y2019,0
ARROZ,D8,M5,Y2019,0
ARROZ,D8,M6,Y2019,0
HARINA,D8,M1,Y2014,87.41647384
HARINA,D8,M2,Y2014,87.92682136
HARINA,D8,M3,Y2014,88.91291655
HARINA,D8,M4,Y2014,88.6361179
HARINA,D8,M5,Y2014,88.37661916
HARINA,D8,M6,Y2014,88.87831672
HARINA,D8,M7,Y2014,89.21566507
HARINA,D8,M8,Y2014,91.71550289
HARINA,D8,M9,Y2014,92.02690137
HARINA,D8,M10,Y2014,94.16344095
HARINA,D8,M11,Y2014,93.08219622
HARINA,D8,M12,Y2014,93.08219622
HARINA,D8,M1,Y2015,93.29844517
HARINA,D8,M2,Y2015,93.73094306
HARINA,D8,M3,Y2015,94.47483944
HARINA,D8,M4,Y2015,95.11493631
HARINA,D8,M5,Y2015,94.0509915
HARINA,D8,M6,Y2015,94.52673918
HARINA,D8,M7,Y2015,94.33644011
HARINA,D8,M8,Y2015,94.44888956
HARINA,D8,M9,Y2015,93.67904331
HARINA,D8,M10,Y2015,98.1337716
HARINA,D8,M11,Y2015,100.1578617
HARINA,D8,M12,Y2015,98.67871894
HARINA,D8,M1,Y2016,97.00062712
HARINA,D8,M2,Y2016,97.38987522
HARINA,D8,M3,Y2016,97.85697295
HARINA,D8,M4,Y2016,97.84832299
HARINA,D8,M5,Y2016,96.06643168
HARINA,D8,M6,Y2016,96.03183184
HARINA,D8,M7,Y2016,95.69448349
HARINA,D8,M8,Y2016,97.15632636
HARINA,D8,M9,Y2016,94.44888956
HARINA,D8,M10,Y2016,95.13223623
HARINA,D8,M11,Y2016,96.95737733
HARINA,D8,M12,Y2016,97.87427286
HARINA,D8,M1,Y2017,97.62342409
HARINA,D8,M2,Y2017,98.1943213
HARINA,D8,M3,Y2017,98.80846831
HARINA,D8,M4,Y2017,100.6682092
HARINA,D8,M5,Y2017,98.73926865
HARINA,D8,M6,Y2017,98.41922021
HARINA,D8,M7,Y2017,98.41057025
HARINA,D8,M8,Y2017,99.30151591
HARINA,D8,M9,Y2017,97.32067556
HARINA,D8,M10,Y2017,97.9694224
HARINA,D8,M11,Y2017,99.37071557
HARINA,D8,M12,Y2017,95.8761326
HARINA,D8,M1,Y2018,99.50046494
HARINA,D8,M2,Y2018,99.88106308
HARINA,D8,M3,Y2018,100.0021625
HARINA,D8,M4,Y2018,100.4606103
HARINA,D8,M5,Y2018,100.4865601
HARINA,D8,M6,Y2018,100.9017581
HARINA,D8,M7,Y2018,99.82916333
HARINA,D8,M8,Y2018,100.4519603
HARINA,D8,M9,Y2018,97.60612417
HARINA,D8,M10,Y2018,100.2270614
HARINA,D8,M11,Y2018,101.1612568
HARINA,D8,M12,Y2018,99.49181498
HARINA,D8,M1,Y2019,0
HARINA,D8,M2,Y2019,0
HARINA,D8,M3,Y2019,0
HARINA,D8,M4,Y2019,0
HARINA,D8,M5,Y2019,0
HARINA,D8,M6,Y2019,0
CEREAL,D8,M1,Y2014,85.760041
CEREAL,D8,M2,Y2014,87.3486644
CEREAL,D8,M3,Y2014,87.02410693
CEREAL,D8,M4,Y2014,88.03194329
CEREAL,D8,M5,Y2014,87.94653343
CEREAL,D8,M6,Y2014,88.92020584
CEREAL,D8,M7,Y2014,87.99777934
CEREAL,D8,M8,Y2014,88.98853373
CEREAL,D8,M9,Y2014,88.7579271
CEREAL,D8,M10,Y2014,88.14297611
CEREAL,D8,M11,Y2014,88.79209105
CEREAL,D8,M12,Y2014,87.83550061
CEREAL,D8,M1,Y2015,89.29600922
CEREAL,D8,M2,Y2015,89.36433711
CEREAL,D8,M3,Y2015,90.15864882
CEREAL,D8,M4,Y2015,90.17573079
CEREAL,D8,M5,Y2015,91.12378024
CEREAL,D8,M6,Y2015,90.97004249
CEREAL,D8,M7,Y2015,92.15723955
CEREAL,D8,M8,Y2015,93.05404309
CEREAL,D8,M9,Y2015,92.52450195
CEREAL,D8,M10,Y2015,94.01063353
CEREAL,D8,M11,Y2015,93.32735464
CEREAL,D8,M12,Y2015,93.30173168
CEREAL,D8,M1,Y2016,91.87538701
CEREAL,D8,M2,Y2016,93.54087929
CEREAL,D8,M3,Y2016,95.97506032
CEREAL,D8,M4,Y2016,97.50389682
CEREAL,D8,M5,Y2016,97.56368373
CEREAL,D8,M6,Y2016,96.18858497
CEREAL,D8,M7,Y2016,97.95656909
CEREAL,D8,M8,Y2016,99.22063502
CEREAL,D8,M9,Y2016,100.9544552
CEREAL,D8,M10,Y2016,101.048406
CEREAL,D8,M11,Y2016,100.2882583
CEREAL,D8,M12,Y2016,99.42561869
CEREAL,D8,M1,Y2017,97.84553627
CEREAL,D8,M2,Y2017,99.03273333
CEREAL,D8,M3,Y2017,99.01565136
CEREAL,D8,M4,Y2017,99.75871714
CEREAL,D8,M5,Y2017,97.96511007
CEREAL,D8,M6,Y2017,97.87970021
CEREAL,D8,M7,Y2017,100.1174386
CEREAL,D8,M8,Y2017,99.69038926
CEREAL,D8,M9,Y2017,101.08257
CEREAL,D8,M10,Y2017,100.459078
CEREAL,D8,M11,Y2017,98.23842163
CEREAL,D8,M12,Y2017,99.06689727
CEREAL,D8,M1,Y2018,98.46048726
CEREAL,D8,M2,Y2018,99.65622531
CEREAL,D8,M3,Y2018,99.82704503
CEREAL,D8,M4,Y2018,100.8434224
CEREAL,D8,M5,Y2018,98.36653642
CEREAL,D8,M6,Y2018,99.06689727
CEREAL,D8,M7,Y2018,99.63060235
CEREAL,D8,M8,Y2018,100.1601435
CEREAL,D8,M9,Y2018,101.0398651
CEREAL,D8,M10,Y2018,101.1936028
CEREAL,D8,M11,Y2018,100.1345205
CEREAL,D8,M12,Y2018,101.6206521
CEREAL,D8,M1,Y2019,0
CEREAL,D8,M2,Y2019,0
CEREAL,D8,M3,Y2019,0
CEREAL,D8,M4,Y2019,0
CEREAL,D8,M5,Y2019,0
CEREAL,D8,M6,Y2019,0
PAN,D8,M1,Y2014,85.15874625
PAN,D8,M2,Y2014,85.46078712
PAN,D8,M3,Y2014,84.99933579
PAN,D8,M4,Y2014,86.92904137
PAN,D8,M5,Y2014,87.51634307
PAN,D8,M6,Y2014,88.17915498
PAN,D8,M7,Y2014,88.2882253
PAN,D8,M8,Y2014,88.89230705
PAN,D8,M9,Y2014,89.00976739
PAN,D8,M10,Y2014,89.7061394
PAN,D8,M11,Y2014,89.28663819
PAN,D8,M12,Y2014,89.4292686
PAN,D8,M1,Y2015,89.68096933
PAN,D8,M2,Y2015,89.82359974
PAN,D8,M3,Y2015,88.71611654
PAN,D8,M4,Y2015,90.36895132
PAN,D8,M5,Y2015,90.11725059
PAN,D8,M6,Y2015,89.35375838
PAN,D8,M7,Y2015,90.04174037
PAN,D8,M8,Y2015,89.99979025
PAN,D8,M9,Y2015,89.32019828
PAN,D8,M10,Y2015,91.07371335
PAN,D8,M11,Y2015,91.52677466
PAN,D8,M12,Y2015,91.01498318
PAN,D8,M1,Y2016,91.82881554
PAN,D8,M2,Y2016,91.75330532
PAN,D8,M3,Y2016,91.79525544
PAN,D8,M4,Y2016,92.03017612
PAN,D8,M5,Y2016,92.2315367
PAN,D8,M6,Y2016,92.39933719
PAN,D8,M7,Y2016,93.46487027
PAN,D8,M8,Y2016,93.98505177
PAN,D8,M9,Y2016,93.67462088
PAN,D8,M10,Y2016,93.98505177
PAN,D8,M11,Y2016,94.2367525
PAN,D8,M12,Y2016,94.72337391
PAN,D8,M1,Y2017,94.71498388
PAN,D8,M2,Y2017,94.74015396
PAN,D8,M3,Y2017,94.06895202
PAN,D8,M4,Y2017,94.11090214
PAN,D8,M5,Y2017,94.21158243
PAN,D8,M6,Y2017,94.7904941
PAN,D8,M7,Y2017,95.66305663
PAN,D8,M8,Y2017,94.93312451
PAN,D8,M9,Y2017,95.67983667
PAN,D8,M10,Y2017,96.96351039
PAN,D8,M11,Y2017,97.47530187
PAN,D8,M12,Y2017,97.71022255
PAN,D8,M1,Y2018,97.60954225
PAN,D8,M2,Y2018,97.6263223
PAN,D8,M3,Y2018,98.32269432
PAN,D8,M4,Y2018,98.97711621
PAN,D8,M5,Y2018,100.0342593
PAN,D8,M6,Y2018,100.6970712
PAN,D8,M7,Y2018,100.6131709
PAN,D8,M8,Y2018,100.7138512
PAN,D8,M9,Y2018,100.7138512
PAN,D8,M10,Y2018,101.0914023
PAN,D8,M11,Y2018,101.7374342
PAN,D8,M12,Y2018,101.8632846
PAN,D8,M1,Y2019,0
PAN,D8,M2,Y2019,0
PAN,D8,M3,Y2019,0
PAN,D8,M4,Y2019,0
PAN,D8,M5,Y2019,0
PAN,D8,M6,Y2019,0
GALLETA,D8,M1,Y2014,79.95319412
GALLETA,D8,M2,Y2014,80.9638926
GALLETA,D8,M3,Y2014,81.48852999
GALLETA,D8,M4,Y2014,82.29091657
GALLETA,D8,M5,Y2014,82.5300895
GALLETA,D8,M6,Y2014,83.85711347
GALLETA,D8,M7,Y2014,84.69807633
GALLETA,D8,M8,Y2014,84.35088983
GALLETA,D8,M9,Y2014,85.60076124
GALLETA,D8,M10,Y2014,86.06367658
GALLETA,D8,M11,Y2014,85.23042897
GALLETA,D8,M12,Y2014,84.7212221
GALLETA,D8,M1,Y2015,84.89867298
GALLETA,D8,M2,Y2015,85.94023249
GALLETA,D8,M3,Y2015,86.59602922
GALLETA,D8,M4,Y2015,86.53430717
GALLETA,D8,M5,Y2015,86.0945376
GALLETA,D8,M6,Y2015,86.01738504
GALLETA,D8,M7,Y2015,86.43400885
GALLETA,D8,M8,Y2015,88.20080239
GALLETA,D8,M9,Y2015,88.57113466
GALLETA,D8,M10,Y2015,88.50941261
GALLETA,D8,M11,Y2015,90.24534513
GALLETA,D8,M12,Y2015,91.01687069
GALLETA,D8,M1,Y2016,91.44120975
GALLETA,D8,M2,Y2016,92.17415904
GALLETA,D8,M3,Y2016,93.27744059
GALLETA,D8,M4,Y2016,93.43946096
GALLETA,D8,M5,Y2016,93.89466104
GALLETA,D8,M6,Y2016,94.21870178
GALLETA,D8,M7,Y2016,94.61989507
GALLETA,D8,M8,Y2016,94.95165106
GALLETA,D8,M9,Y2016,94.92079004
GALLETA,D8,M10,Y2016,95.44542743
GALLETA,D8,M11,Y2016,95.6228783
GALLETA,D8,M12,Y2016,95.63059356
GALLETA,D8,M1,Y2017,95.6228783
GALLETA,D8,M2,Y2017,95.74632239
GALLETA,D8,M3,Y2017,96.03950211
GALLETA,D8,M4,Y2017,96.10122415
GALLETA,D8,M5,Y2017,96.24781401
GALLETA,D8,M6,Y2017,96.46384117
GALLETA,D8,M7,Y2017,96.82645818
GALLETA,D8,M8,Y2017,97.21993622
GALLETA,D8,M9,Y2017,97.55940747
GALLETA,D8,M10,Y2017,98.03775332
GALLETA,D8,M11,Y2017,97.86030244
GALLETA,D8,M12,Y2017,98.06861434
GALLETA,D8,M1,Y2018,98.4235161
GALLETA,D8,M2,Y2018,98.91729246
GALLETA,D8,M3,Y2018,98.96358399
GALLETA,D8,M4,Y2018,99.95113671
GALLETA,D8,M5,Y2018,100.4140521
GALLETA,D8,M6,Y2018,100.6995165
GALLETA,D8,M7,Y2018,100.622364
GALLETA,D8,M8,Y2018,100.5220656
GALLETA,D8,M9,Y2018,100.2597469
GALLETA,D8,M10,Y2018,100.9232589
GALLETA,D8,M11,Y2018,100.8461064
GALLETA,D8,M12,Y2018,99.45736035
GALLETA,D8,M1,Y2019,0
GALLETA,D8,M2,Y2019,0
GALLETA,D8,M3,Y2019,0
GALLETA,D8,M4,Y2019,0
GALLETA,D8,M5,Y2019,0
GALLETA,D8,M6,Y2019,0
PRODUCTOSDEREPOSTERÍA,D8,M1,Y2014,82.56011659
PRODUCTOSDEREPOSTERÍA,D8,M2,Y2014,82.59250263
PRODUCTOSDEREPOSTERÍA,D8,M3,Y2014,81.49137722
PRODUCTOSDEREPOSTERÍA,D8,M4,Y2014,82.77062586
PRODUCTOSDEREPOSTERÍA,D8,M5,Y2014,82.43866893
PRODUCTOSDEREPOSTERÍA,D8,M6,Y2014,82.39008987
PRODUCTOSDEREPOSTERÍA,D8,M7,Y2014,83.95271638
PRODUCTOSDEREPOSTERÍA,D8,M8,Y2014,84.70569185
PRODUCTOSDEREPOSTERÍA,D8,M9,Y2014,88.67298194
PRODUCTOSDEREPOSTERÍA,D8,M10,Y2014,89.96842361
PRODUCTOSDEREPOSTERÍA,D8,M11,Y2014,92.43785928
PRODUCTOSDEREPOSTERÍA,D8,M12,Y2014,92.9155534
PRODUCTOSDEREPOSTERÍA,D8,M1,Y2015,93.97619626
PRODUCTOSDEREPOSTERÍA,D8,M2,Y2015,94.11383694
PRODUCTOSDEREPOSTERÍA,D8,M3,Y2015,92.98032548
PRODUCTOSDEREPOSTERÍA,D8,M4,Y2015,93.34466845
PRODUCTOSDEREPOSTERÍA,D8,M5,Y2015,93.34466845
PRODUCTOSDEREPOSTERÍA,D8,M6,Y2015,93.70091491
PRODUCTOSDEREPOSTERÍA,D8,M7,Y2015,94.6320136
PRODUCTOSDEREPOSTERÍA,D8,M8,Y2015,96.04080641
PRODUCTOSDEREPOSTERÍA,D8,M9,Y2015,94.92348798
PRODUCTOSDEREPOSTERÍA,D8,M10,Y2015,97.10954579
PRODUCTOSDEREPOSTERÍA,D8,M11,Y2015,98.88268156
PRODUCTOSDEREPOSTERÍA,D8,M12,Y2015,99.13367339
PRODUCTOSDEREPOSTERÍA,D8,M1,Y2016,96.89903652
PRODUCTOSDEREPOSTERÍA,D8,M2,Y2016,96.94761558
PRODUCTOSDEREPOSTERÍA,D8,M3,Y2016,96.7290098
PRODUCTOSDEREPOSTERÍA,D8,M4,Y2016,97.92729334
PRODUCTOSDEREPOSTERÍA,D8,M5,Y2016,98.6802688
PRODUCTOSDEREPOSTERÍA,D8,M6,Y2016,99.05270828
PRODUCTOSDEREPOSTERÍA,D8,M7,Y2016,98.53453162
PRODUCTOSDEREPOSTERÍA,D8,M8,Y2016,99.13367339
PRODUCTOSDEREPOSTERÍA,D8,M9,Y2016,99.48991984
PRODUCTOSDEREPOSTERÍA,D8,M10,Y2016,99.05270828
PRODUCTOSDEREPOSTERÍA,D8,M11,Y2016,99.29560359
PRODUCTOSDEREPOSTERÍA,D8,M12,Y2016,97.78965266
PRODUCTOSDEREPOSTERÍA,D8,M1,Y2017,99.65994656
PRODUCTOSDEREPOSTERÍA,D8,M2,Y2017,98.08112703
PRODUCTOSDEREPOSTERÍA,D8,M3,Y2017,97.59533641
PRODUCTOSDEREPOSTERÍA,D8,M4,Y2017,95.60359485
PRODUCTOSDEREPOSTERÍA,D8,M5,Y2017,96.25941219
PRODUCTOSDEREPOSTERÍA,D8,M6,Y2017,96.79378188
PRODUCTOSDEREPOSTERÍA,D8,M7,Y2017,97.37673063
PRODUCTOSDEREPOSTERÍA,D8,M8,Y2017,97.44150271
PRODUCTOSDEREPOSTERÍA,D8,M9,Y2017,96.17035058
PRODUCTOSDEREPOSTERÍA,D8,M10,Y2017,97.96777589
PRODUCTOSDEREPOSTERÍA,D8,M11,Y2017,98.41308396
PRODUCTOSDEREPOSTERÍA,D8,M12,Y2017,97.37673063
PRODUCTOSDEREPOSTERÍA,D8,M1,Y2018,98.09732006
PRODUCTOSDEREPOSTERÍA,D8,M2,Y2018,97.59533641
PRODUCTOSDEREPOSTERÍA,D8,M3,Y2018,97.87061776
PRODUCTOSDEREPOSTERÍA,D8,M4,Y2018,99.44943729
PRODUCTOSDEREPOSTERÍA,D8,M5,Y2018,98.51024209
PRODUCTOSDEREPOSTERÍA,D8,M6,Y2018,99.36037568
PRODUCTOSDEREPOSTERÍA,D8,M7,Y2018,99.17415594
PRODUCTOSDEREPOSTERÍA,D8,M8,Y2018,101.8136183
PRODUCTOSDEREPOSTERÍA,D8,M9,Y2018,101.3602137
PRODUCTOSDEREPOSTERÍA,D8,M10,Y2018,102.6637519
PRODUCTOSDEREPOSTERÍA,D8,M11,Y2018,102.5018217
PRODUCTOSDEREPOSTERÍA,D8,M12,Y2018,101.6031091
PRODUCTOSDEREPOSTERÍA,D8,M1,Y2019,0
PRODUCTOSDEREPOSTERÍA,D8,M2,Y2019,0
PRODUCTOSDEREPOSTERÍA,D8,M3,Y2019,0
PRODUCTOSDEREPOSTERÍA,D8,M4,Y2019,0
PRODUCTOSDEREPOSTERÍA,D8,M5,Y2019,0
PRODUCTOSDEREPOSTERÍA,D8,M6,Y2019,0
MASASSALADASPREPARADAS,D8,M1,Y2014,84.59115379
MASASSALADASPREPARADAS,D8,M2,Y2014,84.89719394
MASASSALADASPREPARADAS,D8,M3,Y2014,85.15360597
MASASSALADASPREPARADAS,D8,M4,Y2014,83.23465147
MASASSALADASPREPARADAS,D8,M5,Y2014,84.55806836
MASASSALADASPREPARADAS,D8,M6,Y2014,86.07999779
MASASSALADASPREPARADAS,D8,M7,Y2014,86.38603795
MASASSALADASPREPARADAS,D8,M8,Y2014,85.19496274
MASASSALADASPREPARADAS,D8,M9,Y2014,86.03864102
MASASSALADASPREPARADAS,D8,M10,Y2014,86.09654051
MASASSALADASPREPARADAS,D8,M11,Y2014,85.81531441
MASASSALADASPREPARADAS,D8,M12,Y2014,85.93938475
MASASSALADASPREPARADAS,D8,M1,Y2015,86.13789728
MASASSALADASPREPARADAS,D8,M2,Y2015,86.74170624
MASASSALADASPREPARADAS,D8,M3,Y2015,86.50183693
MASASSALADASPREPARADAS,D8,M4,Y2015,84.39264125
MASASSALADASPREPARADAS,D8,M5,Y2015,86.94849013
MASASSALADASPREPARADAS,D8,M6,Y2015,88.53659041
MASASSALADASPREPARADAS,D8,M7,Y2015,90.57961524
MASASSALADASPREPARADAS,D8,M8,Y2015,91.86994672
MASASSALADASPREPARADAS,D8,M9,Y2015,92.19252959
MASASSALADASPREPARADAS,D8,M10,Y2015,91.91957485
MASASSALADASPREPARADAS,D8,M11,Y2015,90.48863033
MASASSALADASPREPARADAS,D8,M12,Y2015,90.85256998
MASASSALADASPREPARADAS,D8,M1,Y2016,91.23305234
MASASSALADASPREPARADAS,D8,M2,Y2016,90.71195693
MASASSALADASPREPARADAS,D8,M3,Y2016,88.42906279
MASASSALADASPREPARADAS,D8,M4,Y2016,91.15861014
MASASSALADASPREPARADAS,D8,M5,Y2016,90.84429862
MASASSALADASPREPARADAS,D8,M6,Y2016,93.458047
MASASSALADASPREPARADAS,D8,M7,Y2016,93.65655953
MASASSALADASPREPARADAS,D8,M8,Y2016,95.26947387
MASASSALADASPREPARADAS,D8,M9,Y2016,95.04614727
MASASSALADASPREPARADAS,D8,M10,Y2016,95.29428794
MASASSALADASPREPARADAS,D8,M11,Y2016,92.97003701
MASASSALADASPREPARADAS,D8,M12,Y2016,94.89726287
MASASSALADASPREPARADAS,D8,M1,Y2017,95.69131301
MASASSALADASPREPARADAS,D8,M2,Y2017,95.73266979
MASASSALADASPREPARADAS,D8,M3,Y2017,93.31743395
MASASSALADASPREPARADAS,D8,M4,Y2017,98.36296087
MASASSALADASPREPARADAS,D8,M5,Y2017,97.80050869
MASASSALADASPREPARADAS,D8,M6,Y2017,97.03954397
MASASSALADASPREPARADAS,D8,M7,Y2017,98.13136291
MASASSALADASPREPARADAS,D8,M8,Y2017,98.90059898
MASASSALADASPREPARADAS,D8,M9,Y2017,98.79307136
MASASSALADASPREPARADAS,D8,M10,Y2017,95.9725391
MASASSALADASPREPARADAS,D8,M11,Y2017,97.85840818
MASASSALADASPREPARADAS,D8,M12,Y2017,94.98824778
MASASSALADASPREPARADAS,D8,M1,Y2018,95.95599639
MASASSALADASPREPARADAS,D8,M2,Y2018,98.00729258
MASASSALADASPREPARADAS,D8,M3,Y2018,101.1255936
MASASSALADASPREPARADAS,D8,M4,Y2018,99.95106115
MASASSALADASPREPARADAS,D8,M5,Y2018,101.2662067
MASASSALADASPREPARADAS,D8,M6,Y2018,97.2215138
MASASSALADASPREPARADAS,D8,M7,Y2018,101.621875
MASASSALADASPREPARADAS,D8,M8,Y2018,101.6549604
MASASSALADASPREPARADAS,D8,M9,Y2018,100.6706691
MASASSALADASPREPARADAS,D8,M10,Y2018,102.2753121
MASASSALADASPREPARADAS,D8,M11,Y2018,99.23972456
MASASSALADASPREPARADAS,D8,M12,Y2018,101.0097947
MASASSALADASPREPARADAS,D8,M1,Y2019,0
MASASSALADASPREPARADAS,D8,M2,Y2019,0
MASASSALADASPREPARADAS,D8,M3,Y2019,0
MASASSALADASPREPARADAS,D8,M4,Y2019,0
MASASSALADASPREPARADAS,D8,M5,Y2019,0
MASASSALADASPREPARADAS,D8,M6,Y2019,0
SNACK,D8,M1,Y2014,81.61494052
SNACK,D8,M2,Y2014,81.52194971
SNACK,D8,M3,Y2014,82.2116316
SNACK,D8,M4,Y2014,82.58359487
SNACK,D8,M5,Y2014,83.1027936
SNACK,D8,M6,Y2014,82.99430431
SNACK,D8,M7,Y2014,84.79987601
SNACK,D8,M8,Y2014,83.89321554
SNACK,D8,M9,Y2014,84.60614514
SNACK,D8,M10,Y2014,86.24123368
SNACK,D8,M11,Y2014,86.0010074
SNACK,D8,M12,Y2014,85.65229184
SNACK,D8,M1,Y2015,87.91506839
SNACK,D8,M2,Y2015,89.42616917
SNACK,D8,M3,Y2015,92.44837072
SNACK,D8,M4,Y2015,91.5727072
SNACK,D8,M5,Y2015,91.54945949
SNACK,D8,M6,Y2015,92.65760006
SNACK,D8,M7,Y2015,93.0218141
SNACK,D8,M8,Y2015,93.26978961
SNACK,D8,M9,Y2015,92.22364292
SNACK,D8,M10,Y2015,93.64950211
SNACK,D8,M11,Y2015,91.65019954
SNACK,D8,M12,Y2015,92.80483552
SNACK,D8,M1,Y2016,92.55686001
SNACK,D8,M2,Y2016,94.22294548
SNACK,D8,M3,Y2016,93.2000465
SNACK,D8,M4,Y2016,92.75834011
SNACK,D8,M5,Y2016,93.09930644
SNACK,D8,M6,Y2016,93.25429114
SNACK,D8,M7,Y2016,93.48676818
SNACK,D8,M8,Y2016,94.05246232
SNACK,D8,M9,Y2016,93.12255415
SNACK,D8,M10,Y2016,94.02921462
SNACK,D8,M11,Y2016,93.30853578
SNACK,D8,M12,Y2016,94.6724011
SNACK,D8,M1,Y2017,95.0288659
SNACK,D8,M2,Y2017,95.15285366
SNACK,D8,M3,Y2017,94.66465187
SNACK,D8,M4,Y2017,96.8576853
SNACK,D8,M5,Y2017,97.71010113
SNACK,D8,M6,Y2017,97.51637026
SNACK,D8,M7,Y2017,98.90348328
SNACK,D8,M8,Y2017,99.42268201
SNACK,D8,M9,Y2017,98.65550777
SNACK,D8,M10,Y2017,98.1053121
SNACK,D8,M11,Y2017,96.2764927
SNACK,D8,M12,Y2017,99.28319578
SNACK,D8,M1,Y2018,99.43818048
SNACK,D8,M2,Y2018,101.0810182
SNACK,D8,M3,Y2018,99.05846798
SNACK,D8,M4,Y2018,100.3680887
SNACK,D8,M5,Y2018,99.7326514
SNACK,D8,M6,Y2018,100.5540703
SNACK,D8,M7,Y2018,100.1666085
SNACK,D8,M8,Y2018,101.3289938
SNACK,D8,M9,Y2018,100.2518501
SNACK,D8,M10,Y2018,99.28319578
SNACK,D8,M11,Y2018,99.72490217
SNACK,D8,M12,Y2018,99.01197257
SNACK,D8,M1,Y2019,0
SNACK,D8,M2,Y2019,0
SNACK,D8,M3,Y2019,0
SNACK,D8,M4,Y2019,0
SNACK,D8,M5,Y2019,0
SNACK,D8,M6,Y2019,0
PASTAS,D8,M1,Y2014,79.87642412
PASTAS,D8,M2,Y2014,80.07878637
PASTAS,D8,M3,Y2014,80.14354228
PASTAS,D8,M4,Y2014,81.33343227
PASTAS,D8,M5,Y2014,82.20763715
PASTAS,D8,M6,Y2014,83.64036182
PASTAS,D8,M7,Y2014,85.29163772
PASTAS,D8,M8,Y2014,87.56618932
PASTAS,D8,M9,Y2014,88.31897686
PASTAS,D8,M10,Y2014,88.52943359
PASTAS,D8,M11,Y2014,87.15337034
PASTAS,D8,M12,Y2014,86.42486627
PASTAS,D8,M1,Y2015,86.76483484
PASTAS,D8,M2,Y2015,87.80902401
PASTAS,D8,M3,Y2015,89.13652031
PASTAS,D8,M4,Y2015,90.80398519
PASTAS,D8,M5,Y2015,91.75913497
PASTAS,D8,M6,Y2015,92.39859965
PASTAS,D8,M7,Y2015,92.96521393
PASTAS,D8,M8,Y2015,93.38612739
PASTAS,D8,M9,Y2015,91.54058375
PASTAS,D8,M10,Y2015,95.75781287
PASTAS,D8,M11,Y2015,96.73724612
PASTAS,D8,M12,Y2015,95.45022226
PASTAS,D8,M1,Y2016,96.96389183
PASTAS,D8,M2,Y2016,97.49003366
PASTAS,D8,M3,Y2016,97.20672652
PASTAS,D8,M4,Y2016,95.90351368
PASTAS,D8,M5,Y2016,96.3568051
PASTAS,D8,M6,Y2016,97.3038604
PASTAS,D8,M7,Y2016,95.91970266
PASTAS,D8,M8,Y2016,97.19863203
PASTAS,D8,M9,Y2016,96.80200204
