Fecha,DIA,MES,YEAR,Último,Media,
25.09.2017,25,09,2017,"745,670",,
26.09.2017,26,09,2017,"748,990",,
27.09.2017,27,09,2017,"749,625",,
28.09.2017,28,09,2017,"749,450",,
29.09.2017,29,09,2017,"756,155",,
02.10.2017,02,10,2017,"749,420","740,784",740.7840909
03.10.2017,03,10,2017,"743,510",,
04.10.2017,04,10,2017,"742,865",,
05.10.2017,05,10,2017,"736,140",,
06.10.2017,06,10,2017,"743,015",,
09.10.2017,09,10,2017,"743,650",,
10.10.2017,10,10,2017,"743,275",,
11.10.2017,11,10,2017,"743,255",,
12.10.2017,12,10,2017,"738,780",,
13.10.2017,13,10,2017,"736,950",,
16.10.2017,16,10,2017,"730,440",,
17.10.2017,17,10,2017,"731,480",,
18.10.2017,18,10,2017,"736,925",,
19.10.2017,19,10,2017,"741,330",,
20.10.2017,20,10,2017,"740,780",,
23.10.2017,23,10,2017,"744,360",,
24.10.2017,24,10,2017,"743,940",,
25.10.2017,25,10,2017,"743,710",,
26.10.2017,26,10,2017,"739,640",,
27.10.2017,27,10,2017,"737,725",,
30.10.2017,30,10,2017,"744,850",,
31.10.2017,31,10,2017,"741,210",,
01.11.2017,01,11,2017,"738,155","745,009",745.0086364
02.11.2017,02,11,2017,"733,290",,
03.11.2017,03,11,2017,"736,590",,
06.11.2017,06,11,2017,"734,960",,
07.11.2017,07,11,2017,"735,100",,
08.11.2017,08,11,2017,"732,480",,
09.11.2017,09,11,2017,"734,025",,
10.11.2017,10,11,2017,"736,875",,
13.11.2017,13,11,2017,"734,115",,
14.11.2017,14,11,2017,"745,355",,
15.11.2017,15,11,2017,"746,465",,
16.11.2017,16,11,2017,"741,850",,
17.11.2017,17,11,2017,"739,070",,
20.11.2017,20,11,2017,"746,890",,
21.11.2017,21,11,2017,"744,775",,
22.11.2017,22,11,2017,"748,895",,
23.11.2017,23,11,2017,"752,690",,
24.11.2017,24,11,2017,"756,485",,
27.11.2017,27,11,2017,"759,010",,
28.11.2017,28,11,2017,"759,400",,
29.11.2017,29,11,2017,"763,110",,
30.11.2017,30,11,2017,"770,605",,
01.12.2017,01,12,2017,"770,295","751,861",751.8614286
04.12.2017,04,12,2017,"768,885",,
05.12.2017,05,12,2017,"772,905",,
06.12.2017,06,12,2017,"771,585",,
07.12.2017,07,12,2017,"771,425",,
08.12.2017,08,12,2017,"771,250",,
11.12.2017,11,12,2017,"772,195",,
12.12.2017,12,12,2017,"768,060",,
13.12.2017,13,12,2017,"764,425",,
14.12.2017,14,12,2017,"752,200",,
15.12.2017,15,12,2017,"748,440",,
18.12.2017,18,12,2017,"732,930",,
19.12.2017,19,12,2017,"735,065",,
20.12.2017,20,12,2017,"735,795",,
21.12.2017,21,12,2017,"737,120",,
22.12.2017,22,12,2017,"738,090",,
25.12.2017,25,12,2017,"738,845",,
26.12.2017,26,12,2017,"734,110",,
27.12.2017,27,12,2017,"732,860",,
28.12.2017,28,12,2017,"734,255",,
29.12.2017,29,12,2017,"738,355",,
01.01.2018,01,01,2018,"739,095","738,628",738.6284783
02.01.2018,02,01,2018,"731,365",,
03.01.2018,03,01,2018,"729,250",,
04.01.2018,04,01,2018,"731,045",,
05.01.2018,05,01,2018,"728,595",,
08.01.2018,08,01,2018,"724,745",,
09.01.2018,09,01,2018,"725,590",,
10.01.2018,10,01,2018,"727,100",,
11.01.2018,11,01,2018,"728,675",,
12.01.2018,12,01,2018,"735,790",,
15.01.2018,15,01,2018,"739,645",,
16.01.2018,16,01,2018,"744,280",,
17.01.2018,17,01,2018,"739,440",,
18.01.2018,18,01,2018,"740,945",,
19.01.2018,19,01,2018,"743,055",,
22.01.2018,22,01,2018,"741,915",,
23.01.2018,23,01,2018,"749,720",,
24.01.2018,24,01,2018,"747,890",,
25.01.2018,25,01,2018,"743,490",,
26.01.2018,26,01,2018,"748,740",,
29.01.2018,29,01,2018,"747,370",,
30.01.2018,30,01,2018,"752,600",,
31.01.2018,31,01,2018,"748,115",,
01.02.2018,01,02,2018,"747,785","736,230",736.22975
02.02.2018,02,02,2018,"751,180",,
05.02.2018,05,02,2018,"745,385",,
06.02.2018,06,02,2018,"741,740",,
07.02.2018,07,02,2018,"734,905",,
08.02.2018,08,02,2018,"738,680",,
09.02.2018,09,02,2018,"739,910",,
12.02.2018,12,02,2018,"735,085",,
13.02.2018,13,02,2018,"738,900",,
14.02.2018,14,02,2018,"739,375",,
15.02.2018,15,02,2018,"742,075",,
16.02.2018,16,02,2018,"736,235",,
19.02.2018,19,02,2018,"737,635",,
20.02.2018,20,02,2018,"734,420",,
21.02.2018,21,02,2018,"731,365",,
22.02.2018,22,02,2018,"730,245",,
23.02.2018,23,02,2018,"725,935",,
26.02.2018,26,02,2018,"723,935",,
27.02.2018,27,02,2018,"724,360",,
28.02.2018,28,02,2018,"725,445",,
01.03.2018,01,03,2018,"730,960","745,257",745.2570455
02.03.2018,02,03,2018,"737,510",,
05.03.2018,05,03,2018,"738,125",,
06.03.2018,06,03,2018,"744,480",,
07.03.2018,07,03,2018,"748,755",,
08.03.2018,08,03,2018,"746,365",,
09.03.2018,09,03,2018,"741,190",,
12.03.2018,12,03,2018,"744,850",,
13.03.2018,13,03,2018,"747,190",,
14.03.2018,14,03,2018,"743,750",,
15.03.2018,15,03,2018,"745,160",,
16.03.2018,16,03,2018,"747,780",,
19.03.2018,19,03,2018,"751,605",,
20.03.2018,20,03,2018,"746,740",,
21.03.2018,21,03,2018,"745,400",,
22.03.2018,22,03,2018,"749,290",,
23.03.2018,23,03,2018,"751,530",,
26.03.2018,26,03,2018,"752,400",,
27.03.2018,27,03,2018,"752,000",,
28.03.2018,28,03,2018,"743,565",,
29.03.2018,29,03,2018,"742,855",,
30.03.2018,30,03,2018,"744,155",,
02.04.2018,02,04,2018,"744,620","737,629",737.6285714
03.04.2018,03,04,2018,"740,290",,
04.04.2018,04,04,2018,"740,130",,
05.04.2018,05,04,2018,"739,145",,
06.04.2018,06,04,2018,"742,815",,
09.04.2018,09,04,2018,"744,465",,
10.04.2018,10,04,2018,"741,795",,
11.04.2018,11,04,2018,"739,155",,
12.04.2018,12,04,2018,"735,650",,
13.04.2018,13,04,2018,"735,005",,
16.04.2018,16,04,2018,"737,975",,
17.04.2018,17,04,2018,"737,930",,
18.04.2018,18,04,2018,"735,075",,
19.04.2018,19,04,2018,"735,090",,
20.04.2018,20,04,2018,"732,445",,
23.04.2018,23,04,2018,"736,210",,
24.04.2018,24,04,2018,"732,270",,
25.04.2018,25,04,2018,"734,450",,
26.04.2018,26,04,2018,"729,550",,
27.04.2018,27,04,2018,"735,285",,
30.04.2018,30,04,2018,"740,850",,
01.05.2018,01,05,2018,"736,205","740,295",740.2950417
02.05.2018,02,05,2018,"737,885",,
03.05.2018,03,05,2018,"741,550",,
04.05.2018,04,05,2018,"744,210",,
07.05.2018,07,05,2018,"750,415",,
08.05.2018,08,05,2018,"752,685",,
09.05.2018,09,05,2018,"751,775",,
10.05.2018,10,05,2018,"742,545",,
11.05.2018,11,05,2018,"740,085",,
14.05.2018,14,05,2018,"745,935",,
15.05.2018,15,05,2018,"748,720",,
16.05.2018,16,05,2018,"744,805",,
17.05.2018,17,05,2018,"746,215",,
18.05.2018,18,05,2018,"750,815",,
21.05.2018,21,05,2018,"751,180",,
22.05.2018,22,05,2018,"735,245",,
23.05.2018,23,05,2018,"728,660",,
24.05.2018,24,05,2018,"734,645",,
25.05.2018,25,05,2018,"727,970",,
27.05.2018,27,05,2018,"734,006",,
28.05.2018,28,05,2018,"725,855",,
29.05.2018,29,05,2018,"726,385",,
30.05.2018,30,05,2018,"732,000",,
31.05.2018,31,05,2018,"737,290",,
01.06.2018,01,06,2018,"736,345","743,577",743.57652
03.06.2018,03,06,2018,"738,411",,
04.06.2018,04,06,2018,"738,565",,
05.06.2018,05,06,2018,"742,630",,
06.06.2018,06,06,2018,"739,220",,
07.06.2018,07,06,2018,"744,690",,
08.06.2018,08,06,2018,"741,450",,
10.06.2018,10,06,2018,"740,635",,
11.06.2018,11,06,2018,"746,230",,
12.06.2018,12,06,2018,"748,860",,
13.06.2018,13,06,2018,"748,140",,
14.06.2018,14,06,2018,"738,345",,
15.06.2018,15,06,2018,"734,505",,
17.06.2018,17,06,2018,"739,982",,
18.06.2018,18,06,2018,"740,090",,
19.06.2018,19,06,2018,"741,930",,
20.06.2018,20,06,2018,"741,115",,
21.06.2018,21,06,2018,"742,735",,
22.06.2018,22,06,2018,"744,015",,
24.06.2018,24,06,2018,"745,285",,
25.06.2018,25,06,2018,"747,480",,
26.06.2018,26,06,2018,"746,630",,
27.06.2018,27,06,2018,"746,590",,
28.06.2018,28,06,2018,"751,405",,
29.06.2018,29,06,2018,"764,130",,
01.07.2018,01,07,2018,"756,034","761,372",761.3723704
02.07.2018,02,07,2018,"765,595",,
03.07.2018,03,07,2018,"757,560",,
04.07.2018,04,07,2018,"759,535",,
05.07.2018,05,07,2018,"767,495",,
06.07.2018,06,07,2018,"771,710",,
08.07.2018,08,07,2018,"768,530",,
09.07.2018,09,07,2018,"764,460",,
10.07.2018,10,07,2018,"761,340",,
11.07.2018,11,07,2018,"762,400",,
12.07.2018,12,07,2018,"757,645",,
13.07.2018,13,07,2018,"760,050",,
15.07.2018,15,07,2018,"754,510",,
16.07.2018,16,07,2018,"761,300",,
17.07.2018,17,07,2018,"762,455",,
18.07.2018,18,07,2018,"759,670",,
19.07.2018,19,07,2018,"772,920",,
20.07.2018,20,07,2018,"774,320",,
22.07.2018,22,07,2018,"773,410",,
23.07.2018,23,07,2018,"774,155",,
24.07.2018,24,07,2018,"765,140",,
25.07.2018,25,07,2018,"757,720",,
26.07.2018,26,07,2018,"753,755",,
27.07.2018,27,07,2018,"749,995",,
29.07.2018,29,07,2018,"752,770",,
30.07.2018,30,07,2018,"747,545",,
31.07.2018,31,07,2018,"745,035",,
01.08.2018,01,08,2018,"749,670","761,080",761.0798148
02.08.2018,02,08,2018,"747,495",,
03.08.2018,03,08,2018,"744,915",,
05.08.2018,05,08,2018,"747,210",,
06.08.2018,06,08,2018,"747,365",,
07.08.2018,07,08,2018,"745,960",,
08.08.2018,08,08,2018,"749,170",,
09.08.2018,09,08,2018,"745,855",,
10.08.2018,10,08,2018,"746,505",,
12.08.2018,12,08,2018,"741,730",,
13.08.2018,13,08,2018,"753,390",,
14.08.2018,14,08,2018,"753,720",,
15.08.2018,15,08,2018,"757,510",,
16.08.2018,16,08,2018,"761,695",,
17.08.2018,17,08,2018,"763,650",,
19.08.2018,19,08,2018,"762,410",,
20.08.2018,20,08,2018,"767,550",,
21.08.2018,21,08,2018,"768,310",,
22.08.2018,22,08,2018,"767,805",,
23.08.2018,23,08,2018,"772,860",,
24.08.2018,24,08,2018,"767,975",,
26.08.2018,26,08,2018,"775,630",,
27.08.2018,27,08,2018,"769,760",,
28.08.2018,28,08,2018,"775,290",,
29.08.2018,29,08,2018,"781,855",,
30.08.2018,30,08,2018,"792,980",,
31.08.2018,31,08,2018,"790,890",,
02.09.2018,02,09,2018,"793,030","791,616",791.6158
03.09.2018,03,09,2018,"794,210",,
04.09.2018,04,09,2018,"801,590",,
05.09.2018,05,09,2018,"797,875",,
06.09.2018,06,09,2018,"798,350",,
07.09.2018,07,09,2018,"798,235",,
09.09.2018,09,09,2018,"798,230",,
10.09.2018,10,09,2018,"807,350",,
11.09.2018,11,09,2018,"808,895",,
12.09.2018,12,09,2018,"801,265",,
13.09.2018,13,09,2018,"797,325",,
14.09.2018,14,09,2018,"799,020",,
16.09.2018,16,09,2018,"798,120",,
17.09.2018,17,09,2018,"801,780",,
18.09.2018,18,09,2018,"797,920",,
19.09.2018,19,09,2018,"793,480",,
20.09.2018,20,09,2018,"785,485",,
21.09.2018,21,09,2018,"783,380",,
23.09.2018,23,09,2018,"783,930",,
24.09.2018,24,09,2018,"790,930",,
25.09.2018,25,09,2018,"784,895",,
26.09.2018,26,09,2018,"778,295",,
27.09.2018,27,09,2018,"768,225",,
28.09.2018,28,09,2018,"763,680",,
30.09.2018,30,09,2018,"764,900",,
01.10.2018,01,10,2018,"762,750","780,254",780.2537037
02.10.2018,02,10,2018,"763,870",,
03.10.2018,03,10,2018,"761,980",,
04.10.2018,04,10,2018,"777,520",,
05.10.2018,05,10,2018,"779,030",,
07.10.2018,07,10,2018,"773,810",,
08.10.2018,08,10,2018,"780,390",,
09.10.2018,09,10,2018,"782,210",,
10.10.2018,10,10,2018,"792,865",,
11.10.2018,11,10,2018,"792,355",,
12.10.2018,12,10,2018,"785,880",,
14.10.2018,14,10,2018,"788,600",,
15.10.2018,15,10,2018,"783,135",,
16.10.2018,16,10,2018,"774,710",,
17.10.2018,17,10,2018,"774,800",,
18.10.2018,18,10,2018,"774,480",,
19.10.2018,19,10,2018,"782,820",,
21.10.2018,21,10,2018,"775,090",,
22.10.2018,22,10,2018,"782,310",,
23.10.2018,23,10,2018,"782,540",,
24.10.2018,24,10,2018,"786,730",,
25.10.2018,25,10,2018,"781,865",,
26.10.2018,26,10,2018,"784,320",,
28.10.2018,28,10,2018,"780,080",,
29.10.2018,29,10,2018,"788,655",,
30.10.2018,30,10,2018,"786,770",,
31.10.2018,31,10,2018,"787,285",,
01.11.2018,01,11,2018,"785,450","769,624",769.6242308
02.11.2018,02,11,2018,"780,940",,
04.11.2018,04,11,2018,"787,620",,
05.11.2018,05,11,2018,"774,965",,
06.11.2018,06,11,2018,"777,605",,
07.11.2018,07,11,2018,"771,790",,
08.11.2018,08,11,2018,"770,160",,
09.11.2018,09,11,2018,"775,900",,
11.11.2018,11,11,2018,"770,790",,
12.11.2018,12,11,2018,"771,330",,
13.11.2018,13,11,2018,"780,775",,
14.11.2018,14,11,2018,"771,880",,
15.11.2018,15,11,2018,"763,115",,
16.11.2018,16,11,2018,"764,995",,
18.11.2018,18,11,2018,"764,450",,
19.11.2018,19,11,2018,"766,895",,
20.11.2018,20,11,2018,"763,830",,
21.11.2018,21,11,2018,"758,785",,
22.11.2018,22,11,2018,"762,515",,
23.11.2018,23,11,2018,"765,180",,
25.11.2018,25,11,2018,"761,060",,
26.11.2018,26,11,2018,"766,680",,
27.11.2018,27,11,2018,"762,435",,
28.11.2018,28,11,2018,"767,100",,
29.11.2018,29,11,2018,"763,900",,
30.11.2018,30,11,2018,"760,085",,
02.12.2018,02,12,2018,"763,830","779,107",779.1065385
03.12.2018,03,12,2018,"759,810",,
04.12.2018,04,12,2018,"760,885",,
05.12.2018,05,12,2018,"763,090",,
06.12.2018,06,12,2018,"768,475",,
07.12.2018,07,12,2018,"767,730",,
09.12.2018,09,12,2018,"770,260",,
10.12.2018,10,12,2018,"770,370",,
11.12.2018,11,12,2018,"773,695",,
12.12.2018,12,12,2018,"770,960",,
13.12.2018,13,12,2018,"775,275",,
14.12.2018,14,12,2018,"773,285",,
16.12.2018,16,12,2018,"773,550",,
17.12.2018,17,12,2018,"780,990",,
18.12.2018,18,12,2018,"783,955",,
19.12.2018,19,12,2018,"785,865",,
20.12.2018,20,12,2018,"791,205",,
21.12.2018,21,12,2018,"788,680",,
23.12.2018,23,12,2018,"791,450",,
24.12.2018,24,12,2018,"786,670",,
25.12.2018,25,12,2018,"784,120",,
26.12.2018,26,12,2018,"787,495",,
27.12.2018,27,12,2018,"796,995",,
28.12.2018,28,12,2018,"794,145",,
30.12.2018,30,12,2018,"797,930",,
31.12.2018,31,12,2018,"796,055",,
01.01.2019,01,01,2019,"795,600","770,966",770.9657407
02.01.2019,02,01,2019,"790,365",,
03.01.2019,03,01,2019,"790,490",,
04.01.2019,04,01,2019,"776,230",,
06.01.2019,06,01,2019,"777,290",,
07.01.2019,07,01,2019,"781,830",,
08.01.2019,08,01,2019,"778,510",,
09.01.2019,09,01,2019,"780,245",,
10.01.2019,10,01,2019,"777,230",,
11.01.2019,11,01,2019,"773,990",,
13.01.2019,13,01,2019,"773,415",,
14.01.2019,14,01,2019,"773,180",,
15.01.2019,15,01,2019,"771,000",,
16.01.2019,16,01,2019,"762,585",,
17.01.2019,17,01,2019,"764,050",,
18.01.2019,18,01,2019,"762,635",,
20.01.2019,20,01,2019,"762,800",,
21.01.2019,21,01,2019,"764,060",,
22.01.2019,22,01,2019,"765,340",,
23.01.2019,23,01,2019,"765,060",,
24.01.2019,24,01,2019,"759,935",,
25.01.2019,25,01,2019,"763,750",,
27.01.2019,27,01,2019,"764,185",,
28.01.2019,28,01,2019,"766,575",,
29.01.2019,29,01,2019,"763,025",,
30.01.2019,30,01,2019,"762,005",,
31.01.2019,31,01,2019,"750,695",,
01.02.2019,01,02,2019,"749,225","744,606",744.6060417
03.02.2019,03,02,2019,"749,160",,
04.02.2019,04,02,2019,"746,520",,
05.02.2019,05,02,2019,"743,625",,
06.02.2019,06,02,2019,"744,015",,
07.02.2019,07,02,2019,"747,225",,
08.02.2019,08,02,2019,"745,630",,
10.02.2019,10,02,2019,"745,205",,
11.02.2019,11,02,2019,"746,395",,
12.02.2019,12,02,2019,"747,860",,
13.02.2019,13,02,2019,"747,310",,
14.02.2019,14,02,2019,"750,530",,
15.02.2019,15,02,2019,"747,605",,
17.02.2019,17,02,2019,"747,640",,
18.02.2019,18,02,2019,"747,490",,
19.02.2019,19,02,2019,"743,550",,
20.02.2019,20,02,2019,"740,540",,
21.02.2019,21,02,2019,"741,990",,
22.02.2019,22,02,2019,"738,750",,
24.02.2019,24,02,2019,"738,620",,
25.02.2019,25,02,2019,"738,985",,
26.02.2019,26,02,2019,"738,770",,
27.02.2019,27,02,2019,"738,170",,
28.02.2019,28,02,2019,"745,735",,
01.03.2019,01,03,2019,"750,565","757,427",757.4269231
03.03.2019,03,03,2019,"750,465",,
04.03.2019,04,03,2019,"748,635",,
05.03.2019,05,03,2019,"743,835",,
06.03.2019,06,03,2019,"746,600",,
07.03.2019,07,03,2019,"747,340",,
08.03.2019,08,03,2019,"754,610",,
10.03.2019,10,03,2019,"754,005",,
11.03.2019,11,03,2019,"754,540",,
12.03.2019,12,03,2019,"751,215",,
13.03.2019,13,03,2019,"757,460",,
14.03.2019,14,03,2019,"759,340",,
15.03.2019,15,03,2019,"758,760",,
17.03.2019,17,03,2019,"758,420",,
18.03.2019,18,03,2019,"754,960",,
19.03.2019,19,03,2019,"757,545",,
20.03.2019,20,03,2019,"756,090",,
21.03.2019,21,03,2019,"759,050",,
22.03.2019,22,03,2019,"768,085",,
24.03.2019,24,03,2019,"766,860",,
25.03.2019,25,03,2019,"768,950",,
26.03.2019,26,03,2019,"766,815",,
27.03.2019,27,03,2019,"766,285",,
28.03.2019,28,03,2019,"765,515",,
29.03.2019,29,03,2019,"763,390",,
31.03.2019,31,03,2019,"763,765",,
01.04.2019,01,04,2019,"749,920","748,243",748.2427273
02.04.2019,02,04,2019,"754,550",,
03.04.2019,03,04,2019,"749,955",,
04.04.2019,04,04,2019,"746,280",,
05.04.2019,05,04,2019,"746,200",,
07.04.2019,07,04,2019,"746,370",,
08.04.2019,08,04,2019,"747,710",,
09.04.2019,09,04,2019,"748,650",,
10.04.2019,10,04,2019,"746,700",,
11.04.2019,11,04,2019,"747,550",,
12.04.2019,12,04,2019,"746,785",,
