Fecha,Dia,Mes,Year,a,b
12.09.2016,12,9,2016,667.89,
13.09.2016,13,9,2016,676.79,
14.09.2016,14,9,2016,674.89,
15.09.2016,15,9,2016,671.89,
16.09.2016,16,9,2016,674.96,
19.09.2016,19,9,2016,675.34,
20.09.2016,20,9,2016,671.2,
21.09.2016,21,9,2016,662.7,
22.09.2016,22,9,2016,659.5,
23.09.2016,23,9,2016,660.62,
26.09.2016,26,9,2016,662.4,
27.09.2016,27,9,2016,662.51,
28.09.2016,28,9,2016,659.1,
29.09.2016,29,9,2016,659.79,
30.09.2016,30,9,2016,657.62,
03.10.2016,3,10,2016,660.29,663.2347619
04.10.2016,4,10,2016,664,
05.10.2016,5,10,2016,663.6,
06.10.2016,6,10,2016,666.42,
07.10.2016,7,10,2016,669.5,
10.10.2016,10,10,2016,669.5,
11.10.2016,11,10,2016,667.29,
12.10.2016,12,10,2016,666.2,
13.10.2016,13,10,2016,669.89,
14.10.2016,14,10,2016,670.67,
17.10.2016,17,10,2016,670.29,
18.10.2016,18,10,2016,668.14,
19.10.2016,19,10,2016,665.29,
20.10.2016,20,10,2016,666.79,
21.10.2016,21,10,2016,666.7,
24.10.2016,24,10,2016,658.9,
25.10.2016,25,10,2016,653.2,
26.10.2016,26,10,2016,654.03,
27.10.2016,27,10,2016,650.7,
28.10.2016,28,10,2016,654.03,
31.10.2016,31,10,2016,652.5,
01.11.2016,1,11,2016,650.89,666.775
02.11.2016,2,11,2016,649.71,
03.11.2016,3,11,2016,651.7,
04.11.2016,4,11,2016,656.15,
07.11.2016,7,11,2016,653.27,
08.11.2016,8,11,2016,647.46,
09.11.2016,9,11,2016,649.47,
10.11.2016,10,11,2016,659.94,
11.11.2016,11,11,2016,667.35,
14.11.2016,14,11,2016,670.79,
15.11.2016,15,11,2016,671.89,
16.11.2016,16,11,2016,675.09,
17.11.2016,17,11,2016,676.7,
18.11.2016,18,11,2016,678.39,
21.11.2016,21,11,2016,674.6,
22.11.2016,22,11,2016,677.25,
23.11.2016,23,11,2016,677.29,
24.11.2016,24,11,2016,677.67,
25.11.2016,25,11,2016,678.89,
28.11.2016,28,11,2016,675.22,
29.11.2016,29,11,2016,673.33,
30.11.2016,30,11,2016,676,
01.12.2016,1,12,2016,674,666.2390909
02.12.2016,2,12,2016,670.65,
05.12.2016,5,12,2016,665.23,
06.12.2016,6,12,2016,657.85,
07.12.2016,7,12,2016,654.91,
08.12.2016,8,12,2016,654.79,
09.12.2016,9,12,2016,651.68,
12.12.2016,12,12,2016,649.2,
13.12.2016,13,12,2016,651,
14.12.2016,14,12,2016,658.75,
15.12.2016,15,12,2016,665.23,
16.12.2016,16,12,2016,673.38,
19.12.2016,19,12,2016,677.66,
20.12.2016,20,12,2016,676.08,
21.12.2016,21,12,2016,674.2,
22.12.2016,22,12,2016,675.33,
23.12.2016,23,12,2016,673.7,
26.12.2016,26,12,2016,671.71,
27.12.2016,27,12,2016,673.62,
28.12.2016,28,12,2016,671.23,
29.12.2016,29,12,2016,667.27,
30.12.2016,30,12,2016,669.79,
02.01.2017,2,1,2017,669.79,660.2372727
03.01.2017,3,1,2017,675.13,
04.01.2017,4,1,2017,671.34,
05.01.2017,5,1,2017,661.38,
06.01.2017,6,1,2017,667.25,
09.01.2017,9,1,2017,671.04,
10.01.2017,10,1,2017,669.88,
11.01.2017,11,1,2017,671.08,
12.01.2017,12,1,2017,661.67,
13.01.2017,13,1,2017,659.3,
16.01.2017,16,1,2017,662.38,
17.01.2017,17,1,2017,656.01,
18.01.2017,18,1,2017,660.65,
19.01.2017,19,1,2017,660.75,
20.01.2017,20,1,2017,656.25,
23.01.2017,23,1,2017,653.23,
24.01.2017,24,1,2017,652.56,
25.01.2017,25,1,2017,648.82,
26.01.2017,26,1,2017,650.98,
27.01.2017,27,1,2017,649.95,
30.01.2017,30,1,2017,647.5,
31.01.2017,31,1,2017,648.28,
01.02.2017,1,2,2017,646.2,643.3725
02.02.2017,2,2,2017,642.42,
03.02.2017,3,2,2017,640.62,
06.02.2017,6,2,2017,640.89,
07.02.2017,7,2,2017,647.07,
08.02.2017,8,2,2017,647.76,
09.02.2017,9,2,2017,645.75,
10.02.2017,10,2,2017,639.62,
13.02.2017,13,2,2017,642.62,
14.02.2017,14,2,2017,641.42,
15.02.2017,15,2,2017,639,
16.02.2017,16,2,2017,639.05,
17.02.2017,17,2,2017,644.1,
20.02.2017,20,2,2017,641.14,
21.02.2017,21,2,2017,641.6,
22.02.2017,22,2,2017,643.17,
23.02.2017,23,2,2017,641.52,
24.02.2017,24,2,2017,646.75,
27.02.2017,27,2,2017,646.5,
28.02.2017,28,2,2017,650.25,
01.03.2017,1,3,2017,649.57,661.8847826
02.03.2017,2,3,2017,655.73,
03.03.2017,3,3,2017,657.17,
06.03.2017,6,3,2017,661.72,
07.03.2017,7,3,2017,658.91,
08.03.2017,8,3,2017,663.63,
09.03.2017,9,3,2017,665.5,
10.03.2017,10,3,2017,663.9,
13.03.2017,13,3,2017,666.54,
14.03.2017,14,3,2017,669.42,
15.03.2017,15,3,2017,666.54,
16.03.2017,16,3,2017,662.04,
17.03.2017,17,3,2017,662.07,
20.03.2017,20,3,2017,660.13,
21.03.2017,21,3,2017,659.25,
22.03.2017,22,3,2017,661.58,
23.03.2017,23,3,2017,662.97,
24.03.2017,24,3,2017,659.96,
27.03.2017,27,3,2017,664.83,
28.03.2017,28,3,2017,665.76,
29.03.2017,29,3,2017,663.11,
30.03.2017,30,3,2017,663.14,
31.03.2017,31,3,2017,659.88,
03.04.2017,3,4,2017,658.33,655.3755
04.04.2017,4,4,2017,660.24,
05.04.2017,5,4,2017,658.01,
06.04.2017,6,4,2017,656.41,
07.04.2017,7,4,2017,656.41,
10.04.2017,10,4,2017,652.73,
11.04.2017,11,4,2017,654.67,
12.04.2017,12,4,2017,652.85,
13.04.2017,13,4,2017,650.62,
14.04.2017,14,4,2017,649.25,
17.04.2017,17,4,2017,645.5,
18.04.2017,18,4,2017,648.56,
19.04.2017,19,4,2017,648.56,
20.04.2017,20,4,2017,650,
21.04.2017,21,4,2017,653.33,
24.04.2017,24,4,2017,655.21,
25.04.2017,25,4,2017,661.98,
26.04.2017,26,4,2017,664.8,
27.04.2017,27,4,2017,663,
28.04.2017,28,4,2017,667.05,
01.05.2017,1,5,2017,665.62,671.8730435
02.05.2017,2,5,2017,667.85,
03.05.2017,3,5,2017,669.04,
04.05.2017,4,5,2017,675.13,
05.05.2017,5,5,2017,671.35,
08.05.2017,8,5,2017,678.79,
09.05.2017,9,5,2017,678.52,
10.05.2017,10,5,2017,673.15,
11.05.2017,11,5,2017,672.17,
12.05.2017,12,5,2017,672.05,
15.05.2017,15,5,2017,668.41,
16.05.2017,16,5,2017,666.58,
17.05.2017,17,5,2017,671.01,
18.05.2017,18,5,2017,672.43,
19.05.2017,19,5,2017,669,
22.05.2017,22,5,2017,670.7,
23.05.2017,23,5,2017,674.97,
24.05.2017,24,5,2017,672.12,
25.05.2017,25,5,2017,669.02,
26.05.2017,26,5,2017,672.4,
29.05.2017,29,5,2017,674.65,
30.05.2017,30,5,2017,674.95,
31.05.2017,31,5,2017,673.17,
01.06.2017,1,6,2017,672.5,664.9631818
02.06.2017,2,6,2017,670.25,
05.06.2017,5,6,2017,669.17,
06.06.2017,6,6,2017,669.05,
07.06.2017,7,6,2017,669.55,
08.06.2017,8,6,2017,665.23,
09.06.2017,9,6,2017,663.5,
12.06.2017,12,6,2017,661.66,
13.06.2017,13,6,2017,661.4,
14.06.2017,14,6,2017,661.3,
15.06.2017,15,6,2017,666.02,
16.06.2017,16,6,2017,665.5,
19.06.2017,19,6,2017,661.71,
20.06.2017,20,6,2017,663.8,
21.06.2017,21,6,2017,665.4,
22.06.2017,22,6,2017,663.83,
23.06.2017,23,6,2017,661.16,
26.06.2017,26,6,2017,661.16,
27.06.2017,27,6,2017,663.42,
28.06.2017,28,6,2017,663.54,
29.06.2017,29,6,2017,665.15,
30.06.2017,30,6,2017,664.89,
03.07.2017,3,7,2017,662.47,657.6885714
04.07.2017,4,7,2017,663.65,
05.07.2017,5,7,2017,666.12,
06.07.2017,6,7,2017,665.45,
07.07.2017,7,7,2017,667.12,
10.07.2017,10,7,2017,666.5,
11.07.2017,11,7,2017,666.55,
12.07.2017,12,7,2017,663.12,
13.07.2017,13,7,2017,661.07,
14.07.2017,14,7,2017,657.62,
17.07.2017,17,7,2017,660.31,
18.07.2017,18,7,2017,655.35,
19.07.2017,19,7,2017,653.6,
20.07.2017,20,7,2017,652.48,
21.07.2017,21,7,2017,651.27,
24.07.2017,24,7,2017,651.84,
25.07.2017,25,7,2017,650.1,
26.07.2017,26,7,2017,644.15,
27.07.2017,27,7,2017,649.48,
28.07.2017,28,7,2017,653.67,
31.07.2017,31,7,2017,649.54,
01.08.2017,1,8,2017,653.77,643.1282609
02.08.2017,2,8,2017,651.31,
03.08.2017,3,8,2017,648.83,
04.08.2017,4,8,2017,650.75,
07.08.2017,7,8,2017,651.69,
08.08.2017,8,8,2017,648.83,
09.08.2017,9,8,2017,648.25,
10.08.2017,10,8,2017,648.61,
11.08.2017,11,8,2017,646.27,
14.08.2017,14,8,2017,648.75,
15.08.2017,15,8,2017,648.75,
16.08.2017,16,8,2017,645.11,
17.08.2017,17,8,2017,646.72,
18.08.2017,18,8,2017,646.43,
21.08.2017,21,8,2017,642.86,
22.08.2017,22,8,2017,640.73,
23.08.2017,23,8,2017,640.66,
24.08.2017,24,8,2017,638.19,
25.08.2017,25,8,2017,634.61,
28.08.2017,28,8,2017,628.31,
29.08.2017,29,8,2017,625.75,
30.08.2017,30,8,2017,631.57,
31.08.2017,31,8,2017,625.2,
01.09.2017,1,9,2017,625.51,626.1095238
04.09.2017,4,9,2017,624.62,
05.09.2017,5,9,2017,623.43,
06.09.2017,6,9,2017,618.3,
07.09.2017,7,9,2017,614.09,
08.09.2017,8,9,2017,620.13,
11.09.2017,11,9,2017,622.88,
12.09.2017,12,9,2017,622.46,
13.09.2017,13,9,2017,626.45,
14.09.2017,14,9,2017,624.17,
15.09.2017,15,9,2017,624.75,
18.09.2017,18,9,2017,625.17,
19.09.2017,19,9,2017,625.45,
20.09.2017,20,9,2017,622.07,
21.09.2017,21,9,2017,624.65,
22.09.2017,22,9,2017,625.5,
25.09.2017,25,9,2017,629.37,
26.09.2017,26,9,2017,635.12,
27.09.2017,27,9,2017,638.25,
28.09.2017,28,9,2017,635.88,
29.09.2017,29,9,2017,640.05,
02.10.2017,2,10,2017,638.73,630.2086364
03.10.2017,3,10,2017,633.1,
04.10.2017,4,10,2017,631.66,
05.10.2017,5,10,2017,628.59,
06.10.2017,6,10,2017,633.22,
09.10.2017,9,10,2017,633.4,
10.10.2017,10,10,2017,629.55,
11.10.2017,11,10,2017,626.75,
12.10.2017,12,10,2017,624.47,
13.10.2017,13,10,2017,623.32,
16.10.2017,16,10,2017,619.2,
17.10.2017,17,10,2017,621.69,
18.10.2017,18,10,2017,625.17,
19.10.2017,19,10,2017,625.49,
20.10.2017,20,10,2017,628.55,
23.10.2017,23,10,2017,633.55,
24.10.2017,24,10,2017,632.55,
25.10.2017,25,10,2017,629.57,
26.10.2017,26,10,2017,634.86,
27.10.2017,27,10,2017,635.42,
30.10.2017,30,10,2017,639.3,
31.10.2017,31,10,2017,636.45,
01.11.2017,1,11,2017,635.3,634.3459091
02.11.2017,2,11,2017,629,
03.11.2017,3,11,2017,634.5,
06.11.2017,6,11,2017,633.04,
07.11.2017,7,11,2017,634.45,
08.11.2017,8,11,2017,631.7,
09.11.2017,9,11,2017,630.52,
10.11.2017,10,11,2017,631.7,
13.11.2017,13,11,2017,629.25,
14.11.2017,14,11,2017,631.76,
15.11.2017,15,11,2017,633.05,
16.11.2017,16,11,2017,630.29,
17.11.2017,17,11,2017,626.6,
20.11.2017,20,11,2017,636.6,
21.11.2017,21,11,2017,634.5,
22.11.2017,22,11,2017,633.48,
23.11.2017,23,11,2017,635.1,
24.11.2017,24,11,2017,634.08,
27.11.2017,27,11,2017,637.93,
28.11.2017,28,11,2017,641.3,
29.11.2017,29,11,2017,644.11,
30.11.2017,30,11,2017,647.35,
01.12.2017,1,12,2017,647.8,635.2595238
04.12.2017,4,12,2017,647.98,
05.12.2017,5,12,2017,653.56,
06.12.2017,6,12,2017,654.11,
07.12.2017,7,12,2017,655.25,
08.12.2017,8,12,2017,655.58,
11.12.2017,11,12,2017,656.12,
12.12.2017,12,12,2017,654.11,
13.12.2017,13,12,2017,646.37,
14.12.2017,14,12,2017,638.65,
15.12.2017,15,12,2017,636.75,
18.12.2017,18,12,2017,622.1,
19.12.2017,19,12,2017,620.83,
20.12.2017,20,12,2017,619.8,
21.12.2017,21,12,2017,620.81,
22.12.2017,22,12,2017,622.41,
25.12.2017,25,12,2017,622.5,
26.12.2017,26,12,2017,619.05,
27.12.2017,27,12,2017,616.47,
28.12.2017,28,12,2017,614.8,
29.12.2017,29,12,2017,615.4,
01.01.2018,1,1,2018,615.4,605.8586957
02.01.2018,2,1,2018,606.49,
03.01.2018,3,1,2018,606.95,
04.01.2018,4,1,2018,605.77,
05.01.2018,5,1,2018,605.65,
08.01.2018,8,1,2018,605.62,
09.01.2018,9,1,2018,607.85,
10.01.2018,10,1,2018,608.61,
11.01.2018,11,1,2018,605.62,
12.01.2018,12,1,2018,603.75,
15.01.2018,15,1,2018,603.15,
16.01.2018,16,1,2018,607.05,
17.01.2018,17,1,2018,606.79,
18.01.2018,18,1,2018,605.42,
19.01.2018,19,1,2018,607.99,
22.01.2018,22,1,2018,605.05,
23.01.2018,23,1,2018,609.58,
24.01.2018,24,1,2018,602.75,
25.01.2018,25,1,2018,599.75,
26.01.2018,26,1,2018,602.8,
29.01.2018,29,1,2018,603.57,
30.01.2018,30,1,2018,606.84,
31.01.2018,31,1,2018,602.3,
01.02.2018,1,2,2018,597.75,596.4635
02.02.2018,2,2,2018,602.8,
05.02.2018,5,2,2018,602.7,
06.02.2018,6,2,2018,599.29,
07.02.2018,7,2,2018,599.26,
08.02.2018,8,2,2018,603.15,
09.02.2018,9,2,2018,604.75,
12.02.2018,12,2,2018,598.02,
13.02.2018,13,2,2018,598.2,
14.02.2018,14,2,2018,593.88,
15.02.2018,15,2,2018,593.38,
16.02.2018,16,2,2018,593.45,
19.02.2018,19,2,2018,594.5,
20.02.2018,20,2,2018,595.25,
21.02.2018,21,2,2018,595.38,
22.02.2018,22,2,2018,592.23,
23.02.2018,23,2,2018,590.5,
26.02.2018,26,2,2018,587.73,
27.02.2018,27,2,2018,592.13,
28.02.2018,28,2,2018,594.92,
01.03.2018,1,3,2018,595.85,604.1427273
02.03.2018,2,3,2018,598.75,
05.03.2018,5,3,2018,598.35,
06.03.2018,6,3,2018,600.2,
07.03.2018,7,3,2018,603.3,
08.03.2018,8,3,2018,606.21,
09.03.2018,9,3,2018,602.25,
12.03.2018,12,3,2018,603.85,
13.03.2018,13,3,2018,603.06,
14.03.2018,14,3,2018,601.4,
15.03.2018,15,3,2018,605.6,
16.03.2018,16,3,2018,608.47,
19.03.2018,19,3,2018,609.33,
20.03.2018,20,3,2018,609.98,
21.03.2018,21,3,2018,604.15,
22.03.2018,22,3,2018,609.08,
23.03.2018,23,3,2018,608.38,
26.03.2018,26,3,2018,604.7,
27.03.2018,27,3,2018,606.3,
28.03.2018,28,3,2018,604.13,
29.03.2018,29,3,2018,603.9,
30.03.2018,30,3,2018,603.9,
02.04.2018,2,4,2018,605.28,600.9957143
03.04.2018,3,4,2018,602.75,
04.04.2018,4,4,2018,602.81,
05.04.2018,5,4,2018,603.88,
06.04.2018,6,4,2018,604.75,
09.04.2018,9,4,2018,604.25,
10.04.2018,10,4,2018,600.35,
11.04.2018,11,4,2018,597.68,
12.04.2018,12,4,2018,596.78,
13.04.2018,13,4,2018,596.06,
16.04.2018,16,4,2018,596.13,
17.04.2018,17,4,2018,596.52,
18.04.2018,18,4,2018,594.08,
19.04.2018,19,4,2018,595.4,
20.04.2018,20,4,2018,596.34,
23.04.2018,23,4,2018,603,
24.04.2018,24,4,2018,598.6,
25.04.2018,25,4,2018,603.94,
26.04.2018,26,4,2018,602.78,
27.04.2018,27,4,2018,606.17,
30.04.2018,30,4,2018,613.36,
01.05.2018,1,5,2018,613.84,626.7916667
02.05.2018,2,5,2018,617.42,
03.05.2018,3,5,2018,618.55,
04.05.2018,4,5,2018,622.25,
07.05.2018,7,5,2018,629.41,
08.05.2018,8,5,2018,634.4,
09.05.2018,9,5,2018,634.38,
10.05.2018,10,5,2018,623.2,
11.05.2018,11,5,2018,619.63,
14.05.2018,14,5,2018,625.41,
15.05.2018,15,5,2018,632.5,
16.05.2018,16,5,2018,630.79,
17.05.2018,17,5,2018,632.71,
18.05.2018,18,5,2018,637.5,
21.05.2018,21,5,2018,637.05,
22.05.2018,22,5,2018,624.2,
23.05.2018,23,5,2018,623,
24.05.2018,24,5,2018,626.86,
25.05.2018,25,5,2018,624.76,
27.05.2018,27,5,2018,623,
28.05.2018,28,5,2018,624.48,
29.05.2018,29,5,2018,629.45,
30.05.2018,30,5,2018,627.62,
31.05.2018,31,5,2018,630.59,
01.06.2018,1,6,2018,631.49,636.7208
03.06.2018,3,6,2018,631.5,
04.06.2018,4,6,2018,631.34,
05.06.2018,5,6,2018,633.75,
06.06.2018,6,6,2018,627.87,
07.06.2018,7,6,2018,631.14,
08.06.2018,8,6,2018,630.05,
10.06.2018,10,6,2018,628.6,
11.06.2018,11,6,2018,633.25,
12.06.2018,12,6,2018,637.6,
13.06.2018,13,6,2018,634.5,
14.06.2018,14,6,2018,638.21,
15.06.2018,15,6,2018,632.7,
17.06.2018,17,6,2018,632.7,
18.06.2018,18,6,2018,636.75,
19.06.2018,19,6,2018,640.14,
20.06.2018,20,6,2018,640.44,
21.06.2018,21,6,2018,640.12,
22.06.2018,22,6,2018,638.25,
24.06.2018,24,6,2018,638.3,
25.06.2018,25,6,2018,638.65,
26.06.2018,26,6,2018,641.02,
27.06.2018,27,6,2018,646.21,
28.06.2018,28,6,2018,649.5,
29.06.2018,29,6,2018,653.94,
01.07.2018,1,7,2018,653.9,651.8588889
02.07.2018,2,7,2018,657.75,
03.07.2018,3,7,2018,649.88,
04.07.2018,4,7,2018,651.6,
05.07.2018,5,7,2018,656.48,
06.07.2018,6,7,2018,656.95,
08.07.2018,8,7,2018,656.9,
09.07.2018,9,7,2018,650.55,
10.07.2018,10,7,2018,648.28,
11.07.2018,11,7,2018,653.08,
12.07.2018,12,7,2018,649.09,
13.07.2018,13,7,2018,650.42,
15.07.2018,15,7,2018,650.4,
16.07.2018,16,7,2018,650.13,
17.07.2018,17,7,2018,653.85,
18.07.2018,18,7,2018,652.75,
19.07.2018,19,7,2018,663.85,
20.07.2018,20,7,2018,660.68,
22.07.2018,22,7,2018,660.7,
23.07.2018,23,7,2018,662.12,
24.07.2018,24,7,2018,654.75,
25.07.2018,25,7,2018,646.05,
26.07.2018,26,7,2018,647.42,
27.07.2018,27,7,2018,643.36,
29.07.2018,29,7,2018,643.4,
30.07.2018,30,7,2018,638.6,
31.07.2018,31,7,2018,637.25,
01.08.2018,1,8,2018,642.95,659.3018519
02.08.2018,2,8,2018,645.28,
03.08.2018,3,8,2018,643.98,
05.08.2018,5,8,2018,644,
06.08.2018,6,8,2018,646.88,
07.08.2018,7,8,2018,643.12,
08.08.2018,8,8,2018,645.23,
09.08.2018,9,8,2018,647.05,
10.08.2018,10,8,2018,654.2,
12.08.2018,12,8,2018,654.2,
13.08.2018,13,8,2018,660.35,
14.08.2018,14,8,2018,664.42,
15.08.2018,15,8,2018,667.7,
16.08.2018,16,8,2018,669.5,
17.08.2018,17,8,2018,667.7,
19.08.2018,19,8,2018,667.7,
20.08.2018,20,8,2018,668.51,
21.08.2018,21,8,2018,664,
22.08.2018,22,8,2018,662.08,
23.08.2018,23,8,2018,669.75,
24.08.2018,24,8,2018,660.79,
26.08.2018,26,8,2018,660.8,
27.08.2018,27,8,2018,659.15,
28.08.2018,28,8,2018,662.92,
29.08.2018,29,8,2018,667.79,
30.08.2018,30,8,2018,679.48,
31.08.2018,31,8,2018,681.62,
02.09.2018,2,9,2018,681.6,679.1632
03.09.2018,3,9,2018,683.25,
04.09.2018,4,9,2018,692.1,
05.09.2018,5,9,2018,686.05,
06.09.2018,6,9,2018,686.93,
07.09.2018,7,9,2018,690.93,
09.09.2018,9,9,2018,690.9,
10.09.2018,10,9,2018,696.35,
11.09.2018,11,9,2018,696.9,
12.09.2018,12,9,2018,689.2,
13.09.2018,13,9,2018,682.06,
14.09.2018,14,9,2018,687,
16.09.2018,16,9,2018,687,
17.09.2018,17,9,2018,686.25,
18.09.2018,18,9,2018,683.86,
19.09.2018,19,9,2018,679.75,
20.09.2018,20,9,2018,667,
21.09.2018,21,9,2018,666.71,
23.09.2018,23,9,2018,666.7,
24.09.2018,24,9,2018,673.25,
25.09.2018,25,9,2018,666.75,
26.09.2018,26,9,2018,663,
27.09.2018,27,9,2018,659.9,
28.09.2018,28,9,2018,657.84,
30.09.2018,30,9,2018,657.8,
01.10.2018,1,10,2018,658.79,679.8081481
02.10.2018,2,10,2018,661.48,
03.10.2018,3,10,2018,663.86,
04.10.2018,4,10,2018,675.25,
05.10.2018,5,10,2018,676,
07.10.2018,7,10,2018,676,
08.10.2018,8,10,2018,679.08,
09.10.2018,9,10,2018,680.75,
10.10.2018,10,10,2018,688.25,
11.10.2018,11,10,2018,683.42,
12.10.2018,12,10,2018,679.65,
14.10.2018,14,10,2018,679.7,
15.10.2018,15,10,2018,676.34,
16.10.2018,16,10,2018,669.33,
17.10.2018,17,10,2018,673.68,
18.10.2018,18,10,2018,676.23,
19.10.2018,19,10,2018,679.86,
21.10.2018,21,10,2018,679.9,
22.10.2018,22,10,2018,682.35,
23.10.2018,23,10,2018,682.13,
24.10.2018,24,10,2018,690.6,
25.10.2018,25,10,2018,687.33,
26.10.2018,26,10,2018,687.64,
28.10.2018,28,10,2018,684.2,
29.10.2018,29,10,2018,693.48,
30.10.2018,30,10,2018,693.52,
31.10.2018,31,10,2018,696,
01.11.2018,1,11,2018,688.45,677.175
02.11.2018,2,11,2018,685.82,
04.11.2018,4,11,2018,685.8,
05.11.2018,5,11,2018,679.38,
06.11.2018,6,11,2018,680.5,
07.11.2018,7,11,2018,675.47,
08.11.2018,8,11,2018,677.75,
09.11.2018,9,11,2018,684.46,
11.11.2018,11,11,2018,684.5,
12.11.2018,12,11,2018,687.58,
13.11.2018,13,11,2018,691.5,
14.11.2018,14,11,2018,682.48,
15.11.2018,15,11,2018,673.65,
16.11.2018,16,11,2018,669.88,
18.11.2018,18,11,2018,670.5,
19.11.2018,19,11,2018,669.6,
20.11.2018,20,11,2018,671.74,
21.11.2018,21,11,2018,666.48,
22.11.2018,22,11,2018,668.4,
23.11.2018,23,11,2018,674.67,
25.11.2018,25,11,2018,674.7,
26.11.2018,26,11,2018,676.8,
27.11.2018,27,11,2018,675.41,
28.11.2018,28,11,2018,668.9,
29.11.2018,29,11,2018,670.5,
30.11.2018,30,11,2018,671.63,
02.12.2018,2,12,2018,671.6,684.6261538
03.12.2018,3,12,2018,669.2,
04.12.2018,4,12,2018,670.65,
05.12.2018,5,12,2018,672.65,
06.12.2018,6,12,2018,675.55,
07.12.2018,7,12,2018,674.75,
09.12.2018,9,12,2018,674.8,
10.12.2018,10,12,2018,678.35,
11.12.2018,11,12,2018,683.65,
12.12.2018,12,12,2018,678.15,
13.12.2018,13,12,2018,682.25,
14.12.2018,14,12,2018,683.75,
16.12.2018,16,12,2018,684.6,
17.12.2018,17,12,2018,688.25,
18.12.2018,18,12,2018,690.01,
19.12.2018,19,12,2018,690.75,
20.12.2018,20,12,2018,691.25,
21.12.2018,21,12,2018,693.5,
23.12.2018,23,12,2018,693.5,
24.12.2018,24,12,2018,690.1,
25.12.2018,25,12,2018,690.1,
26.12.2018,26,12,2018,693.64,
27.12.2018,27,12,2018,697.23,
28.12.2018,28,12,2018,694,
30.12.2018,30,12,2018,694,
31.12.2018,31,12,2018,694,
01.01.2019,1,1,2019,694,675.1362963
02.01.2019,2,1,2019,696.75,
03.01.2019,3,1,2019,693.77,
04.01.2019,4,1,2019,681.21,
06.01.2019,6,1,2019,681.21,
07.01.2019,7,1,2019,681.3,
08.01.2019,8,1,2019,680.4,
09.01.2019,9,1,2019,676,
10.01.2019,10,1,2019,675.86,
11.01.2019,11,1,2019,674.86,
13.01.2019,13,1,2019,674.85,
14.01.2019,14,1,2019,673.71,
15.01.2019,15,1,2019,675.54,
16.01.2019,16,1,2019,668.97,
17.01.2019,17,1,2019,670.54,
18.01.2019,18,1,2019,671.15,
20.01.2019,20,1,2019,671.16,
21.01.2019,21,1,2019,672.21,
22.01.2019,22,1,2019,673.77,
23.01.2019,23,1,2019,672.23,
24.01.2019,24,1,2019,672.15,
25.01.2019,25,1,2019,669.54,
27.01.2019,27,1,2019,669.54,
28.01.2019,28,1,2019,670.85,
29.01.2019,29,1,2019,667.45,
30.01.2019,30,1,2019,663.86,
31.01.2019,31,1,2019,655.8,
01.02.2019,1,2,2019,654,656.3121739
03.02.2019,3,2,2019,654,
04.02.2019,4,2,2019,652.58,
05.02.2019,5,2,2019,651.48,
06.02.2019,6,2,2019,654.83,
07.02.2019,7,2,2019,658.55,
08.02.2019,8,2,2019,658.08,
10.02.2019,10,2,2019,658.08,
11.02.2019,11,2,2019,661.93,
12.02.2019,12,2,2019,660.33,
13.02.2019,13,2,2019,663.62,
14.02.2019,14,2,2019,664.45,
15.02.2019,15,2,2019,661.95,
17.02.2019,17,2,2019,661.95,
18.02.2019,18,2,2019,660.88,
19.02.2019,19,2,2019,655.63,
20.02.2019,20,2,2019,653.21,
21.02.2019,21,2,2019,654.54,
22.02.2019,22,2,2019,651.25,
25.02.2019,25,2,2019,650.58,
26.02.2019,26,2,2019,648.18,
27.02.2019,27,2,2019,649.25,
28.02.2019,28,2,2019,655.83,
01.03.2019,1,3,2019,659.75,670.3907692
03.03.2019,3,3,2019,659.75,
04.03.2019,4,3,2019,660.2,
05.03.2019,5,3,2019,657.79,
06.03.2019,6,3,2019,660.29,
07.03.2019,7,3,2019,667.62,
08.03.2019,8,3,2019,671.33,
10.03.2019,10,3,2019,671.33,
11.03.2019,11,3,2019,670.73,
12.03.2019,12,3,2019,665.5,
13.03.2019,13,3,2019,668.75,
14.03.2019,14,3,2019,671.75,
15.03.2019,15,3,2019,669.96,
17.03.2019,17,3,2019,669.96,
18.03.2019,18,3,2019,665.96,
19.03.2019,19,3,2019,667.36,
20.03.2019,20,3,2019,662.45,
21.03.2019,21,3,2019,667.36,
22.03.2019,22,3,2019,678.88,
24.03.2019,24,3,2019,678.88,
25.03.2019,25,3,2019,679.71,
26.03.2019,26,3,2019,680.64,
27.03.2019,27,3,2019,681.5,
28.03.2019,28,3,2019,681.7,
29.03.2019,29,3,2019,680.5,
31.03.2019,31,3,2019,680.51,
01.04.2019,1,4,2019,668.79,665.5863636
02.04.2019,2,4,2019,673.4,
03.04.2019,3,4,2019,667.54,
04.04.2019,4,4,2019,665.08,
05.04.2019,5,4,2019,665.3,
07.04.2019,7,4,2019,665.3,
08.04.2019,8,4,2019,663.98,
09.04.2019,9,4,2019,664.73,
10.04.2019,10,4,2019,662.35,
11.04.2019,11,4,2019,663.9,
12.04.2019,12,4,2019,661.08,
